Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost,Cluster
1975.0,Renault,Duster,2018.0,CNG,Automatic,1.0,2.0,1200.0,4.0,3.0,0
1976.0,Mahindra,XUV300,2015.0,Electric,Automatic,2.0,3.0,1200.0,5.0,2.0,2
1977.0,Skoda,Superb,2016.0,Electric,Manual,2.0,2.0,1200.0,7.0,3.0,2
1978.0,Kia,Seltos,2021.0,Petrol,Manual,2.0,1.0,1800.0,6.0,3.0,0
1979.0,Tata Motors,Tiago,2017.0,Petrol,Automatic,2.0,2.0,1800.0,6.0,1.0,1
1980.0,Hyundai,Verna,2023.0,Diesel,Automatic,3.0,3.0,2500.0,6.0,3.0,1
1981.0,Hyundai,i10,2022.0,Diesel,Manual,2.0,1.0,1500.0,5.0,2.0,0
1982.0,Maruti Suzuki,Baleno,2023.0,Petrol,Manual,3.0,3.0,2500.0,6.0,2.0,1
1983.0,Skoda,Superb,2021.0,Petrol,Manual,2.0,1.0,1800.0,5.0,2.0,0
1984.0,Honda,Jazz,2018.0,Diesel,Automatic,2.0,1.0,1800.0,4.0,3.0,0
1985.0,Kia,Carens,2020.0,Electric,Automatic,2.0,2.0,1500.0,4.0,1.0,0
1986.0,Toyota,Glanza,2019.0,CNG,Manual,2.0,1.0,1500.0,6.0,2.0,0
1987.0,Honda,WR-V,2021.0,CNG,Manual,1.0,1.0,1800.0,6.0,3.0,0
1988.0,Maruti Suzuki,Swift,2019.0,Diesel,Automatic,3.0,2.0,2500.0,4.0,2.0,1
1989.0,Maruti Suzuki,Ertiga,2019.0,Diesel,Automatic,2.0,1.0,2000.0,6.0,3.0,1
1990.0,Skoda,Octavia,2024.0,CNG,Manual,2.0,2.0,1800.0,5.0,1.0,1
1991.0,Mahindra,Bolero,2020.0,Diesel,Manual,2.0,2.0,800.0,6.0,3.0,2
1992.0,Kia,EV6,2021.0,Petrol,Automatic,1.0,3.0,2500.0,6.0,2.0,1
1993.0,Volkswagen,Virtus,2020.0,CNG,Automatic,2.0,2.0,2500.0,7.0,2.0,1
1994.0,Kia,Seltos,2018.0,Electric,Automatic,2.0,3.0,1500.0,7.0,1.0,2
1995.0,Mahindra,XUV700,2023.0,Electric,Automatic,2.0,3.0,2000.0,5.0,3.0,1
1996.0,Skoda,Rapid,2022.0,Diesel,Automatic,2.0,1.0,1000.0,7.0,3.0,0
1997.0,Maruti Suzuki,Ertiga,2015.0,Diesel,Manual,1.0,2.0,2000.0,6.0,1.0,1
1998.0,Skoda,Kushaq,2017.0,CNG,Manual,2.0,1.0,1500.0,6.0,1.0,0
1999.0,Hyundai,i10,2022.0,Electric,Manual,2.0,2.0,1500.0,5.0,2.0,0
2000.0,Tata Motors,Punch,2023.0,Electric,Automatic,1.0,1.0,1200.0,6.0,1.0,0
2001.0,Kia,Seltos,2015.0,Petrol,Manual,3.0,2.0,1800.0,5.0,1.0,1
2002.0,Skoda,Superb,2024.0,CNG,Manual,2.0,2.0,1800.0,7.0,1.0,1
2003.0,Volkswagen,Virtus,2015.0,Diesel,Automatic,2.0,1.0,1200.0,7.0,1.0,0
2004.0,Kia,Carnival,2018.0,Petrol,Automatic,2.0,3.0,1800.0,4.0,2.0,1
2005.0,Kia,Carens,2018.0,Petrol,Automatic,2.0,3.0,1000.0,7.0,1.0,2
2006.0,Toyota,Urban Cruiser,2024.0,Electric,Manual,2.0,2.0,1200.0,7.0,2.0,2
2007.0,Honda,Civic,2023.0,CNG,Manual,2.0,2.0,2000.0,7.0,3.0,1
2008.0,Maruti Suzuki,Dzire,2019.0,Petrol,Automatic,2.0,3.0,1800.0,4.0,3.0,1
2009.0,Kia,Carnival,2021.0,Diesel,Automatic,2.0,2.0,2000.0,4.0,3.0,1
2010.0,Volkswagen,Polo,2021.0,CNG,Automatic,1.0,2.0,2500.0,7.0,3.0,1
2011.0,Kia,Seltos,2017.0,Diesel,Manual,2.0,1.0,800.0,4.0,1.0,0
2012.0,Hyundai,Verna,2015.0,Petrol,Automatic,1.0,2.0,1500.0,4.0,1.0,0
2013.0,Tata Motors,Harrier,2015.0,Electric,Manual,2.0,3.0,800.0,6.0,1.0,2
2014.0,Honda,City,2017.0,Electric,Automatic,2.0,3.0,1000.0,4.0,1.0,2
2015.0,Honda,Amaze,2016.0,Diesel,Automatic,2.0,2.0,1200.0,5.0,1.0,0
2016.0,Skoda,Superb,2016.0,Diesel,Automatic,3.0,2.0,2000.0,6.0,3.0,1
2017.0,Tata Motors,Tiago,2022.0,Petrol,Automatic,3.0,1.0,1000.0,4.0,2.0,0
2018.0,Tata Motors,Nexon,2023.0,CNG,Automatic,2.0,2.0,2500.0,6.0,3.0,1
2019.0,Maruti Suzuki,Dzire,2018.0,Diesel,Manual,2.0,3.0,1800.0,5.0,1.0,2
2020.0,Toyota,Urban Cruiser,2019.0,Diesel,Manual,2.0,2.0,2500.0,4.0,2.0,1
2021.0,Volkswagen,Vento,2023.0,Petrol,Manual,2.0,2.0,1000.0,7.0,2.0,2
2022.0,Renault,Lodgy,2024.0,Petrol,Automatic,2.0,1.0,800.0,7.0,2.0,0
2023.0,Honda,WR-V,2020.0,CNG,Automatic,2.0,2.0,1800.0,7.0,2.0,1
2024.0,Mahindra,Scorpio,2021.0,Petrol,Manual,2.0,2.0,2500.0,5.0,3.0,1
2025.0,Maruti Suzuki,WagonR,2021.0,Petrol,Automatic,2.0,2.0,1000.0,5.0,1.0,0
2026.0,Toyota,Camry,2016.0,Petrol,Automatic,2.0,2.0,1200.0,7.0,2.0,2
2027.0,Renault,Kiger,2023.0,CNG,Manual,2.0,2.0,1800.0,6.0,1.0,1
2028.0,Mahindra,Bolero,2024.0,Electric,Manual,2.0,2.0,1000.0,4.0,1.0,0
2029.0,Skoda,Slavia,2020.0,CNG,Manual,1.0,2.0,1800.0,7.0,2.0,1
2030.0,Renault,Lodgy,2016.0,CNG,Manual,2.0,2.0,2000.0,4.0,2.0,1
2031.0,Maruti Suzuki,Swift,2015.0,CNG,Manual,2.0,3.0,1200.0,7.0,3.0,2
2032.0,Kia,Sonet,2015.0,Petrol,Manual,2.0,3.0,1200.0,4.0,2.0,2
2033.0,Skoda,Superb,2018.0,Electric,Manual,3.0,2.0,1000.0,4.0,2.0,0
2034.0,Maruti Suzuki,Baleno,2019.0,Petrol,Automatic,3.0,2.0,1500.0,6.0,3.0,2
2035.0,Maruti Suzuki,Swift,2021.0,Petrol,Manual,2.0,2.0,1000.0,7.0,1.0,2
2036.0,Hyundai,i10,2019.0,CNG,Automatic,2.0,2.0,1000.0,5.0,3.0,0
2037.0,Tata Motors,Altroz,2024.0,Diesel,Automatic,1.0,1.0,1000.0,7.0,2.0,0
2038.0,Toyota,Urban Cruiser,2023.0,CNG,Automatic,2.0,1.0,1500.0,7.0,2.0,0
2039.0,Volkswagen,Virtus,2021.0,Diesel,Manual,2.0,3.0,1200.0,6.0,3.0,2
2040.0,Skoda,Kushaq,2017.0,CNG,Manual,3.0,3.0,1200.0,6.0,2.0,2
2041.0,Hyundai,Venue,2015.0,CNG,Automatic,2.0,3.0,2500.0,6.0,1.0,1
2042.0,Toyota,Glanza,2024.0,CNG,Manual,2.0,3.0,2000.0,7.0,2.0,2
2043.0,Volkswagen,Vento,2022.0,Diesel,Automatic,2.0,3.0,800.0,4.0,3.0,2
2044.0,Toyota,Camry,2016.0,CNG,Manual,3.0,2.0,1800.0,4.0,3.0,0
2045.0,Tata Motors,Altroz,2017.0,Diesel,Manual,2.0,2.0,1500.0,7.0,1.0,2
2046.0,Mahindra,Bolero,2024.0,Petrol,Manual,2.0,2.0,1800.0,5.0,2.0,1
2047.0,Toyota,Glanza,2017.0,CNG,Manual,1.0,1.0,2000.0,4.0,2.0,0
2048.0,Honda,Civic,2018.0,Electric,Automatic,2.0,3.0,1800.0,6.0,1.0,2
2049.0,Maruti Suzuki,Ertiga,2019.0,CNG,Automatic,2.0,3.0,1800.0,6.0,1.0,2
2050.0,Honda,Jazz,2023.0,CNG,Manual,3.0,2.0,1800.0,7.0,3.0,1
2051.0,Honda,Amaze,2024.0,Electric,Automatic,2.0,2.0,1200.0,4.0,3.0,0
2052.0,Mahindra,Bolero,2020.0,Diesel,Manual,2.0,3.0,1200.0,7.0,2.0,2
2053.0,Kia,Carens,2020.0,CNG,Manual,1.0,1.0,2000.0,4.0,2.0,0
2054.0,Toyota,Fortuner,2024.0,Diesel,Manual,2.0,2.0,1500.0,7.0,1.0,2
2055.0,Hyundai,i10,2017.0,Diesel,Automatic,2.0,1.0,1200.0,7.0,3.0,0
2056.0,Toyota,Glanza,2023.0,Electric,Manual,2.0,2.0,800.0,4.0,3.0,0
2057.0,Honda,City,2022.0,Petrol,Manual,1.0,2.0,1500.0,4.0,1.0,0
2058.0,Honda,WR-V,2018.0,Electric,Manual,2.0,2.0,1000.0,4.0,1.0,0
2059.0,Honda,City,2016.0,Electric,Automatic,3.0,2.0,2000.0,7.0,1.0,1
2060.0,Skoda,Octavia,2020.0,Petrol,Automatic,3.0,3.0,1200.0,6.0,3.0,2
2061.0,Skoda,Kushaq,2020.0,CNG,Automatic,2.0,3.0,1500.0,4.0,2.0,2
2062.0,Volkswagen,Tiguan,2015.0,Petrol,Automatic,3.0,2.0,1800.0,5.0,3.0,1
2063.0,Mahindra,XUV300,2015.0,CNG,Manual,2.0,2.0,1000.0,6.0,1.0,2
2064.0,Hyundai,Venue,2021.0,Electric,Automatic,2.0,3.0,2500.0,5.0,2.0,1
2065.0,Hyundai,i20,2017.0,CNG,Manual,2.0,2.0,2500.0,7.0,1.0,1
2066.0,Honda,WR-V,2024.0,Diesel,Manual,2.0,2.0,2500.0,4.0,1.0,1
2067.0,Toyota,Fortuner,2017.0,Petrol,Automatic,2.0,2.0,1500.0,4.0,1.0,0
2068.0,Mahindra,XUV700,2024.0,Petrol,Automatic,3.0,2.0,1000.0,6.0,2.0,2
2069.0,Mahindra,Scorpio,2022.0,Petrol,Automatic,2.0,2.0,2000.0,6.0,3.0,1
2070.0,Mahindra,XUV700,2015.0,Petrol,Automatic,1.0,3.0,800.0,5.0,1.0,2
2071.0,Maruti Suzuki,Ertiga,2017.0,Electric,Automatic,1.0,2.0,1200.0,7.0,1.0,2
2072.0,Kia,Carens,2024.0,CNG,Manual,2.0,3.0,2000.0,7.0,3.0,2
2073.0,Volkswagen,Vento,2019.0,Petrol,Manual,2.0,2.0,2000.0,6.0,3.0,1
2074.0,Skoda,Kushaq,2019.0,Petrol,Manual,1.0,1.0,1500.0,6.0,1.0,0
2075.0,Kia,Seltos,2023.0,Petrol,Manual,2.0,2.0,1200.0,6.0,2.0,2
2076.0,Kia,Sonet,2020.0,Diesel,Automatic,3.0,2.0,800.0,6.0,2.0,2
2077.0,Maruti Suzuki,Baleno,2021.0,CNG,Automatic,2.0,3.0,1200.0,7.0,3.0,2
2078.0,Tata Motors,Tiago,2020.0,Diesel,Manual,1.0,3.0,2500.0,7.0,3.0,1
2079.0,Volkswagen,Taigun,2016.0,Petrol,Automatic,1.0,1.0,2000.0,7.0,2.0,1
2080.0,Kia,Seltos,2022.0,CNG,Automatic,3.0,1.0,1500.0,6.0,2.0,0
2081.0,Mahindra,Thar,2022.0,Electric,Manual,2.0,2.0,800.0,7.0,1.0,2
2082.0,Volkswagen,Tiguan,2016.0,Petrol,Manual,2.0,2.0,2000.0,4.0,3.0,1
2083.0,Mahindra,Scorpio,2024.0,CNG,Manual,1.0,1.0,1000.0,4.0,2.0,0
2084.0,Renault,Lodgy,2021.0,Petrol,Manual,2.0,1.0,1500.0,4.0,1.0,0
2085.0,Toyota,Fortuner,2017.0,Petrol,Automatic,2.0,2.0,1000.0,6.0,2.0,2
2086.0,Hyundai,i20,2021.0,Electric,Automatic,2.0,2.0,1200.0,6.0,3.0,2
2087.0,Tata Motors,Harrier,2022.0,Electric,Automatic,2.0,2.0,2000.0,6.0,3.0,1
2088.0,Renault,Duster,2020.0,Petrol,Manual,3.0,2.0,2500.0,6.0,2.0,1
2089.0,Honda,Jazz,2023.0,Petrol,Manual,3.0,2.0,1200.0,5.0,1.0,0
2090.0,Skoda,Octavia,2019.0,Petrol,Manual,3.0,2.0,800.0,5.0,2.0,0
2091.0,Maruti Suzuki,Dzire,2016.0,Diesel,Manual,2.0,3.0,1000.0,7.0,3.0,2
2092.0,Honda,City,2024.0,Electric,Manual,2.0,2.0,2500.0,4.0,1.0,1
2093.0,Hyundai,Venue,2018.0,Diesel,Automatic,2.0,1.0,1500.0,4.0,1.0,0
2094.0,Tata Motors,Punch,2022.0,Electric,Automatic,2.0,2.0,1500.0,6.0,2.0,2
2095.0,Volkswagen,Polo,2019.0,Electric,Automatic,3.0,2.0,2500.0,6.0,2.0,1
2096.0,Maruti Suzuki,WagonR,2023.0,CNG,Manual,1.0,1.0,1000.0,7.0,1.0,0
2097.0,Volkswagen,Vento,2021.0,Petrol,Automatic,1.0,2.0,800.0,4.0,3.0,0
2098.0,Kia,Carnival,2022.0,Electric,Automatic,2.0,2.0,2500.0,7.0,3.0,1
2099.0,Volkswagen,Virtus,2017.0,CNG,Automatic,2.0,1.0,2500.0,5.0,3.0,1
2100.0,Honda,Civic,2021.0,Electric,Automatic,3.0,2.0,1000.0,4.0,1.0,0
2101.0,Maruti Suzuki,WagonR,2024.0,Electric,Automatic,1.0,1.0,1000.0,7.0,1.0,0
2102.0,Hyundai,i10,2021.0,Diesel,Manual,1.0,2.0,2500.0,7.0,2.0,1
2103.0,Mahindra,XUV300,2016.0,Petrol,Automatic,2.0,2.0,1800.0,5.0,2.0,1
2104.0,Mahindra,XUV700,2020.0,Electric,Automatic,2.0,3.0,1000.0,4.0,3.0,2
2105.0,Mahindra,XUV300,2015.0,Electric,Automatic,2.0,1.0,800.0,6.0,1.0,0
2106.0,Honda,Jazz,2022.0,Petrol,Automatic,2.0,2.0,1000.0,4.0,1.0,0
2107.0,Kia,Carnival,2020.0,Petrol,Manual,1.0,2.0,1000.0,7.0,1.0,2
2108.0,Hyundai,i20,2015.0,Electric,Automatic,1.0,2.0,2500.0,6.0,2.0,1
2109.0,Maruti Suzuki,Baleno,2022.0,Petrol,Manual,1.0,1.0,2000.0,7.0,2.0,1
2110.0,Mahindra,Scorpio,2023.0,CNG,Automatic,2.0,2.0,1200.0,7.0,1.0,2
2111.0,Tata Motors,Tiago,2023.0,Electric,Automatic,1.0,2.0,2000.0,7.0,2.0,1
2112.0,Hyundai,Creta,2021.0,Petrol,Manual,2.0,3.0,1000.0,6.0,2.0,2
2113.0,Renault,Kiger,2021.0,CNG,Manual,3.0,2.0,1200.0,6.0,2.0,2
2114.0,Honda,Amaze,2018.0,Petrol,Manual,3.0,3.0,800.0,5.0,3.0,2
2115.0,Toyota,Camry,2020.0,CNG,Manual,1.0,1.0,1800.0,6.0,2.0,0
2116.0,Kia,Sonet,2021.0,Electric,Automatic,2.0,1.0,1000.0,6.0,2.0,0
2117.0,Maruti Suzuki,Ertiga,2016.0,Petrol,Automatic,2.0,2.0,800.0,6.0,3.0,2
2118.0,Renault,Kiger,2023.0,Diesel,Automatic,3.0,3.0,1800.0,4.0,1.0,1
2119.0,Tata Motors,Tiago,2018.0,CNG,Automatic,3.0,3.0,1200.0,4.0,1.0,2
2120.0,Maruti Suzuki,Swift,2015.0,Petrol,Automatic,2.0,2.0,1500.0,5.0,1.0,0
2121.0,Volkswagen,Tiguan,2024.0,Diesel,Manual,2.0,2.0,800.0,4.0,2.0,0
2122.0,Tata Motors,Tiago,2024.0,CNG,Automatic,2.0,1.0,800.0,7.0,2.0,0
2123.0,Maruti Suzuki,WagonR,2015.0,CNG,Automatic,2.0,2.0,2500.0,5.0,3.0,1
2124.0,Renault,Triber,2021.0,Electric,Manual,2.0,1.0,1800.0,5.0,3.0,0
2125.0,Kia,Sonet,2019.0,Petrol,Automatic,1.0,2.0,1800.0,5.0,2.0,1
2126.0,Honda,Civic,2017.0,CNG,Manual,2.0,2.0,2500.0,5.0,1.0,1
2127.0,Kia,Carnival,2022.0,Diesel,Automatic,2.0,2.0,2000.0,6.0,2.0,1
2128.0,Hyundai,i20,2024.0,Petrol,Automatic,3.0,1.0,1000.0,7.0,1.0,0
2129.0,Mahindra,XUV300,2016.0,Petrol,Manual,2.0,1.0,1000.0,4.0,1.0,0
2130.0,Tata Motors,Punch,2017.0,Electric,Manual,2.0,3.0,2500.0,5.0,2.0,1
2131.0,Volkswagen,Vento,2022.0,CNG,Automatic,1.0,1.0,1500.0,4.0,2.0,0
2132.0,Honda,Amaze,2018.0,Diesel,Automatic,2.0,2.0,1800.0,7.0,1.0,1
2133.0,Tata Motors,Tiago,2023.0,CNG,Automatic,2.0,3.0,1500.0,7.0,2.0,2
2134.0,Hyundai,i10,2024.0,CNG,Automatic,2.0,2.0,1500.0,4.0,2.0,0
2135.0,Renault,Duster,2018.0,Petrol,Automatic,3.0,1.0,1200.0,6.0,2.0,0
2136.0,Kia,Carnival,2019.0,Petrol,Manual,2.0,2.0,1000.0,4.0,3.0,0
2137.0,Toyota,Fortuner,2015.0,Electric,Manual,2.0,2.0,1200.0,7.0,2.0,2
2138.0,Toyota,Fortuner,2017.0,CNG,Automatic,2.0,2.0,1500.0,5.0,2.0,0
2139.0,Renault,Kwid,2019.0,CNG,Automatic,2.0,1.0,1000.0,4.0,2.0,0
2140.0,Tata Motors,Altroz,2022.0,Diesel,Manual,2.0,3.0,1500.0,4.0,3.0,2
2141.0,Hyundai,Verna,2018.0,Electric,Automatic,2.0,2.0,1500.0,6.0,2.0,2
2142.0,Skoda,Rapid,2021.0,Petrol,Manual,2.0,1.0,1200.0,5.0,2.0,0
2143.0,Mahindra,XUV300,2018.0,CNG,Automatic,2.0,2.0,1200.0,7.0,2.0,2
2144.0,Tata Motors,Tiago,2024.0,Petrol,Manual,2.0,2.0,2000.0,7.0,1.0,1
2145.0,Toyota,Camry,2016.0,CNG,Automatic,1.0,3.0,1200.0,4.0,2.0,2
2146.0,Kia,EV6,2018.0,CNG,Automatic,2.0,1.0,1800.0,7.0,1.0,1
2147.0,Volkswagen,Polo,2020.0,CNG,Automatic,2.0,2.0,1200.0,6.0,1.0,2
2148.0,Renault,Triber,2024.0,Petrol,Manual,2.0,3.0,1500.0,4.0,3.0,2
2149.0,Hyundai,Creta,2023.0,Petrol,Automatic,2.0,2.0,1200.0,7.0,1.0,2
2150.0,Renault,Duster,2024.0,Petrol,Automatic,2.0,2.0,1000.0,4.0,1.0,0
2151.0,Honda,Civic,2022.0,Electric,Automatic,2.0,1.0,800.0,6.0,1.0,0
2152.0,Mahindra,Scorpio,2015.0,Diesel,Manual,1.0,2.0,2000.0,5.0,2.0,1
2153.0,Maruti Suzuki,WagonR,2015.0,Diesel,Automatic,1.0,2.0,1000.0,6.0,2.0,2
2154.0,Honda,City,2016.0,Diesel,Automatic,2.0,2.0,1200.0,6.0,3.0,2
2155.0,Maruti Suzuki,WagonR,2023.0,Petrol,Manual,2.0,2.0,1800.0,7.0,2.0,1
2156.0,Hyundai,i10,2020.0,Electric,Automatic,2.0,2.0,2500.0,4.0,2.0,1
2157.0,Volkswagen,Taigun,2024.0,Petrol,Manual,3.0,1.0,1800.0,4.0,2.0,0
2158.0,Toyota,Fortuner,2019.0,CNG,Manual,3.0,1.0,1200.0,6.0,3.0,0
2159.0,Kia,Sonet,2017.0,Diesel,Manual,1.0,1.0,800.0,7.0,1.0,0
2160.0,Tata Motors,Nexon,2017.0,CNG,Automatic,2.0,2.0,1500.0,6.0,2.0,2
2161.0,Renault,Kwid,2023.0,Diesel,Manual,2.0,2.0,1000.0,4.0,3.0,0
2162.0,Hyundai,i10,2016.0,Petrol,Automatic,2.0,2.0,2000.0,4.0,2.0,1
2163.0,Skoda,Rapid,2023.0,CNG,Manual,2.0,2.0,2000.0,4.0,1.0,1
2164.0,Hyundai,Venue,2015.0,Electric,Automatic,2.0,2.0,1200.0,7.0,1.0,2
2165.0,Volkswagen,Tiguan,2020.0,Petrol,Automatic,2.0,3.0,1200.0,4.0,1.0,2
2166.0,Toyota,Camry,2020.0,Electric,Automatic,3.0,2.0,1800.0,5.0,1.0,1
2167.0,Toyota,Camry,2017.0,CNG,Automatic,2.0,1.0,1500.0,6.0,2.0,0
2168.0,Hyundai,Venue,2022.0,Petrol,Automatic,2.0,1.0,1800.0,4.0,3.0,0
2169.0,Honda,Amaze,2017.0,Diesel,Automatic,2.0,2.0,1200.0,4.0,2.0,0
2170.0,Renault,Lodgy,2019.0,Petrol,Automatic,2.0,3.0,2000.0,7.0,2.0,2
2171.0,Tata Motors,Harrier,2023.0,CNG,Manual,3.0,2.0,1500.0,4.0,2.0,0
2172.0,Toyota,Glanza,2016.0,Diesel,Automatic,3.0,2.0,800.0,4.0,3.0,0
2173.0,Honda,Jazz,2015.0,CNG,Manual,2.0,1.0,1200.0,5.0,3.0,0
2174.0,Skoda,Octavia,2023.0,Electric,Manual,1.0,2.0,2000.0,4.0,2.0,1
2175.0,Skoda,Kushaq,2019.0,Petrol,Manual,3.0,3.0,1800.0,5.0,3.0,2
2176.0,Tata Motors,Punch,2024.0,CNG,Automatic,2.0,2.0,1500.0,6.0,1.0,2
2177.0,Volkswagen,Taigun,2018.0,CNG,Manual,2.0,2.0,2000.0,4.0,3.0,1
2178.0,Tata Motors,Punch,2018.0,CNG,Manual,2.0,1.0,1500.0,5.0,2.0,0
2179.0,Renault,Duster,2022.0,Electric,Automatic,2.0,2.0,1200.0,6.0,2.0,2
2180.0,Kia,Carens,2023.0,Diesel,Automatic,3.0,2.0,2500.0,4.0,2.0,1
2181.0,Skoda,Rapid,2021.0,Electric,Manual,2.0,3.0,1000.0,6.0,2.0,2
2182.0,Renault,Lodgy,2024.0,Diesel,Automatic,2.0,2.0,1500.0,4.0,1.0,0
2183.0,Honda,City,2023.0,CNG,Manual,1.0,2.0,800.0,7.0,3.0,2
2184.0,Toyota,Innova,2023.0,Electric,Manual,3.0,3.0,1000.0,7.0,1.0,2
2185.0,Hyundai,i10,2018.0,Electric,Automatic,2.0,2.0,800.0,4.0,3.0,0
2186.0,Hyundai,i20,2019.0,Petrol,Automatic,2.0,1.0,2500.0,5.0,1.0,1
2187.0,Maruti Suzuki,Baleno,2024.0,Electric,Manual,1.0,1.0,1200.0,4.0,3.0,0
2188.0,Mahindra,Scorpio,2017.0,Diesel,Automatic,3.0,2.0,2500.0,4.0,2.0,1
2189.0,Toyota,Innova,2020.0,Electric,Automatic,2.0,2.0,1500.0,7.0,2.0,2
2190.0,Toyota,Camry,2016.0,Electric,Automatic,1.0,3.0,1200.0,6.0,1.0,2
2191.0,Toyota,Innova,2016.0,Diesel,Automatic,1.0,3.0,2000.0,4.0,2.0,1
2192.0,Renault,Triber,2021.0,Petrol,Automatic,2.0,2.0,2500.0,7.0,3.0,1
2193.0,Maruti Suzuki,WagonR,2023.0,CNG,Automatic,2.0,1.0,2000.0,6.0,3.0,1
2194.0,Toyota,Glanza,2020.0,CNG,Manual,1.0,1.0,800.0,4.0,2.0,0
2195.0,Mahindra,Bolero,2018.0,Petrol,Automatic,1.0,1.0,1000.0,4.0,3.0,0
2196.0,Skoda,Slavia,2017.0,Electric,Automatic,2.0,2.0,800.0,6.0,3.0,2
2197.0,Renault,Lodgy,2017.0,CNG,Manual,2.0,2.0,1200.0,7.0,3.0,2
2198.0,Mahindra,Thar,2019.0,Petrol,Automatic,1.0,2.0,800.0,6.0,1.0,2
2199.0,Hyundai,Venue,2021.0,Petrol,Manual,2.0,3.0,1500.0,5.0,2.0,2
2200.0,Honda,Amaze,2018.0,Diesel,Manual,1.0,3.0,1500.0,6.0,2.0,2
2201.0,Toyota,Glanza,2019.0,Petrol,Manual,1.0,3.0,800.0,5.0,2.0,2
2202.0,Toyota,Camry,2023.0,CNG,Manual,1.0,1.0,1800.0,7.0,3.0,1
2203.0,Tata Motors,Nexon,2018.0,Diesel,Manual,2.0,1.0,2500.0,4.0,1.0,1
2204.0,Honda,Amaze,2018.0,Petrol,Manual,3.0,2.0,1500.0,6.0,2.0,2
2205.0,Mahindra,Bolero,2016.0,Electric,Automatic,2.0,1.0,1000.0,4.0,2.0,0
2206.0,Hyundai,i20,2018.0,CNG,Manual,1.0,2.0,2000.0,6.0,2.0,1
2207.0,Mahindra,Thar,2021.0,Diesel,Manual,2.0,2.0,1200.0,6.0,3.0,2
2208.0,Mahindra,XUV300,2018.0,Electric,Automatic,2.0,2.0,1800.0,7.0,1.0,1
2209.0,Volkswagen,Polo,2020.0,Electric,Manual,2.0,2.0,1200.0,5.0,2.0,0
2210.0,Kia,EV6,2019.0,CNG,Automatic,2.0,2.0,1000.0,4.0,2.0,0
2211.0,Volkswagen,Tiguan,2018.0,Petrol,Automatic,1.0,1.0,800.0,6.0,1.0,0
2212.0,Kia,Carens,2015.0,Diesel,Automatic,1.0,3.0,1500.0,4.0,2.0,2
2213.0,Volkswagen,Polo,2019.0,Petrol,Automatic,2.0,1.0,1500.0,7.0,2.0,0
2214.0,Hyundai,i10,2022.0,Electric,Automatic,2.0,2.0,1500.0,5.0,2.0,0
2215.0,Volkswagen,Taigun,2017.0,Electric,Automatic,2.0,3.0,1000.0,4.0,2.0,2
2216.0,Toyota,Glanza,2015.0,Diesel,Automatic,3.0,2.0,1500.0,6.0,2.0,2
2217.0,Hyundai,Venue,2022.0,Electric,Automatic,1.0,3.0,1500.0,7.0,1.0,2
2218.0,Mahindra,Scorpio,2022.0,Electric,Automatic,2.0,2.0,1000.0,5.0,1.0,0
2219.0,Toyota,Fortuner,2016.0,CNG,Automatic,2.0,2.0,2500.0,7.0,3.0,1
2220.0,Skoda,Rapid,2021.0,Electric,Automatic,2.0,2.0,1500.0,4.0,2.0,0
2221.0,Kia,EV6,2015.0,Petrol,Manual,3.0,2.0,800.0,5.0,2.0,0
2222.0,Volkswagen,Vento,2017.0,CNG,Automatic,1.0,3.0,1200.0,6.0,1.0,2
2223.0,Volkswagen,Virtus,2021.0,CNG,Manual,2.0,2.0,800.0,7.0,3.0,2
2224.0,Tata Motors,Harrier,2023.0,Diesel,Manual,1.0,2.0,1000.0,6.0,2.0,2
2225.0,Honda,Civic,2022.0,Electric,Manual,2.0,2.0,1000.0,7.0,3.0,2
2226.0,Honda,WR-V,2020.0,CNG,Manual,2.0,2.0,1200.0,6.0,2.0,2
2227.0,Hyundai,Verna,2018.0,Electric,Automatic,2.0,2.0,2500.0,4.0,2.0,1
2228.0,Tata Motors,Nexon,2015.0,CNG,Automatic,2.0,2.0,1800.0,7.0,2.0,1
2229.0,Honda,City,2016.0,Petrol,Automatic,2.0,2.0,2000.0,5.0,3.0,1
2230.0,Toyota,Camry,2015.0,Electric,Automatic,3.0,2.0,1000.0,7.0,3.0,2
2231.0,Toyota,Glanza,2023.0,Petrol,Manual,2.0,2.0,1800.0,7.0,2.0,1
2232.0,Tata Motors,Altroz,2020.0,Diesel,Automatic,3.0,3.0,800.0,7.0,2.0,2
2233.0,Maruti Suzuki,Swift,2023.0,CNG,Manual,2.0,1.0,1500.0,5.0,2.0,0
2234.0,Honda,Amaze,2022.0,CNG,Manual,2.0,1.0,800.0,6.0,1.0,0
2235.0,Skoda,Superb,2021.0,Petrol,Automatic,1.0,2.0,1200.0,4.0,2.0,0
2236.0,Volkswagen,Virtus,2018.0,CNG,Automatic,2.0,1.0,2500.0,7.0,2.0,1
2237.0,Volkswagen,Vento,2023.0,Electric,Automatic,3.0,2.0,800.0,7.0,3.0,2
2238.0,Maruti Suzuki,Baleno,2016.0,Diesel,Automatic,2.0,2.0,800.0,7.0,2.0,2
2239.0,Tata Motors,Tiago,2015.0,Electric,Manual,2.0,1.0,2500.0,5.0,2.0,1
